year_month,store,item,sales,forecast,error,avg_demand,std_demand,safety_stock,reorder_point,current_inventory,stockout_risk
2013-01-01,1,1,328,,,607.8,139.2753400246543,608.005057224173,4862.605057224173,462,High Risk
2013-02-01,1,1,322,,,607.8,139.2753400246543,608.005057224173,4862.605057224173,362,High Risk
2013-03-01,1,1,477,375.6666666666667,101.33333333333331,607.8,139.2753400246543,608.005057224173,4862.605057224173,483,High Risk
2013-04-01,1,1,522,440.3333333333333,81.66666666666669,607.8,139.2753400246543,608.005057224173,4862.605057224173,473,High Risk
2013-05-01,1,1,531,510.0,21.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,135,High Risk
2013-06-01,1,1,627,560.0,67.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,438,High Risk
2013-07-01,1,1,661,606.3333333333334,54.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,404,High Risk
2013-08-01,1,1,594,627.3333333333334,-33.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,158,High Risk
2013-09-01,1,1,519,591.3333333333334,-72.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,216,High Risk
2013-10-01,1,1,484,532.3333333333334,-48.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,291,High Risk
2013-11-01,1,1,572,525.0,47.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,271,High Risk
2013-12-01,1,1,388,481.3333333333333,-93.33333333333331,607.8,139.2753400246543,608.005057224173,4862.605057224173,460,High Risk
2014-01-01,1,1,435,465.0,-30.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,496,High Risk
2014-02-01,1,1,405,409.3333333333333,-4.333333333333314,607.8,139.2753400246543,608.005057224173,4862.605057224173,439,High Risk
2014-03-01,1,1,549,463.0,86.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,415,High Risk
2014-04-01,1,1,573,509.0,64.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,106,High Risk
2014-05-01,1,1,651,591.0,60.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,309,High Risk
2014-06-01,1,1,710,644.6666666666666,65.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,437,High Risk
2014-07-01,1,1,746,702.3333333333334,43.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,340,High Risk
2014-08-01,1,1,671,709.0,-38.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,486,High Risk
2014-09-01,1,1,566,661.0,-95.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,174,High Risk
2014-10-01,1,1,555,597.3333333333334,-42.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,179,High Risk
2014-11-01,1,1,619,580.0,39.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,168,High Risk
2014-12-01,1,1,409,527.6666666666666,-118.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,237,High Risk
2015-01-01,1,1,428,485.3333333333333,-57.333333333333314,607.8,139.2753400246543,608.005057224173,4862.605057224173,388,High Risk
2015-02-01,1,1,399,412.0,-13.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,161,High Risk
2015-03-01,1,1,552,459.6666666666667,92.33333333333331,607.8,139.2753400246543,608.005057224173,4862.605057224173,318,High Risk
2015-04-01,1,1,652,534.3333333333334,117.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,458,High Risk
2015-05-01,1,1,711,638.3333333333334,72.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,295,High Risk
2015-06-01,1,1,748,703.6666666666666,44.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,345,High Risk
2015-07-01,1,1,842,767.0,75.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,225,High Risk
2015-08-01,1,1,706,765.3333333333334,-59.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,314,High Risk
2015-09-01,1,1,678,742.0,-64.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,164,High Risk
2015-10-01,1,1,647,677.0,-30.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,380,High Risk
2015-11-01,1,1,684,669.6666666666666,14.333333333333371,607.8,139.2753400246543,608.005057224173,4862.605057224173,229,High Risk
2015-12-01,1,1,460,597.0,-137.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,343,High Risk
2016-01-01,1,1,449,531.0,-82.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,303,High Risk
2016-02-01,1,1,450,453.0,-3.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,293,High Risk
2016-03-01,1,1,589,496.0,93.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,130,High Risk
2016-04-01,1,1,694,577.6666666666666,116.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,470,High Risk
2016-05-01,1,1,782,688.3333333333334,93.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,187,High Risk
2016-06-01,1,1,790,755.3333333333334,34.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,346,High Risk
2016-07-01,1,1,903,825.0,78.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,152,High Risk
2016-08-01,1,1,727,806.6666666666666,-79.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,119,High Risk
2016-09-01,1,1,709,779.6666666666666,-70.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,452,High Risk
2016-10-01,1,1,699,711.6666666666666,-12.666666666666629,607.8,139.2753400246543,608.005057224173,4862.605057224173,437,High Risk
2016-11-01,1,1,662,690.0,-28.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,176,High Risk
2016-12-01,1,1,496,619.0,-123.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,156,High Risk
2017-01-01,1,1,485,547.6666666666666,-62.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,435,High Risk
2017-02-01,1,1,487,489.3333333333333,-2.3333333333333144,607.8,139.2753400246543,608.005057224173,4862.605057224173,132,High Risk
2017-03-01,1,1,561,511.0,50.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,101,High Risk
2017-04-01,1,1,677,575.0,102.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,482,High Risk
2017-05-01,1,1,773,670.3333333333334,102.66666666666663,607.8,139.2753400246543,608.005057224173,4862.605057224173,187,High Risk
2017-06-01,1,1,850,766.6666666666666,83.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,172,High Risk
2017-07-01,1,1,873,832.0,41.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,460,High Risk
2017-08-01,1,1,794,839.0,-45.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,485,High Risk
2017-09-01,1,1,736,801.0,-65.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,245,High Risk
2017-10-01,1,1,660,730.0,-70.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,161,High Risk
2017-11-01,1,1,668,688.0,-20.0,607.8,139.2753400246543,608.005057224173,4862.605057224173,487,High Risk
2017-12-01,1,1,533,620.3333333333334,-87.33333333333337,607.8,139.2753400246543,608.005057224173,4862.605057224173,106,High Risk
2013-01-01,1,2,911,,,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,229,High Risk
2013-02-01,1,2,873,,,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,338,High Risk
2013-03-01,1,2,1299,1027.6666666666667,271.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,182,High Risk
2013-04-01,1,2,1316,1162.6666666666667,153.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,380,High Risk
2013-05-01,1,2,1527,1380.6666666666667,146.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,347,High Risk
2013-06-01,1,2,1643,1495.3333333333333,147.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,253,High Risk
2013-07-01,1,2,1743,1637.6666666666667,105.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,258,High Risk
2013-08-01,1,2,1591,1659.0,-68.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,228,High Risk
2013-09-01,1,2,1353,1562.3333333333333,-209.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,479,High Risk
2013-10-01,1,2,1330,1424.6666666666667,-94.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,120,High Risk
2013-11-01,1,2,1427,1370.0,57.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,436,High Risk
2013-12-01,1,2,1023,1260.0,-237.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,414,High Risk
2014-01-01,1,2,1116,1188.6666666666667,-72.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,124,High Risk
2014-02-01,1,2,1135,1091.3333333333333,43.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,165,High Risk
2014-03-01,1,2,1406,1219.0,187.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,485,High Risk
2014-04-01,1,2,1645,1395.3333333333333,249.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,309,High Risk
2014-05-01,1,2,1870,1640.3333333333333,229.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,301,High Risk
2014-06-01,1,2,1849,1788.0,61.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,174,High Risk
2014-07-01,1,2,2039,1919.3333333333333,119.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,422,High Risk
2014-08-01,1,2,1823,1903.6666666666667,-80.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,289,High Risk
2014-09-01,1,2,1539,1800.3333333333333,-261.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,199,High Risk
2014-10-01,1,2,1506,1622.6666666666667,-116.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,196,High Risk
2014-11-01,1,2,1595,1546.6666666666667,48.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,149,High Risk
2014-12-01,1,2,1211,1437.3333333333333,-226.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,153,High Risk
2015-01-01,1,2,1114,1306.6666666666667,-192.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,260,High Risk
2015-02-01,1,2,1157,1160.6666666666667,-3.6666666666667425,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,296,High Risk
2015-03-01,1,2,1536,1269.0,267.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,451,High Risk
2015-04-01,1,2,1700,1464.3333333333333,235.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,202,High Risk
2015-05-01,1,2,1941,1725.6666666666667,215.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,363,High Risk
2015-06-01,1,2,1828,1823.0,5.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,106,High Risk
2015-07-01,1,2,1967,1912.0,55.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,443,High Risk
2015-08-01,1,2,1915,1903.3333333333333,11.666666666666742,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,262,High Risk
2015-09-01,1,2,1625,1835.6666666666667,-210.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,103,High Risk
2015-10-01,1,2,1622,1720.6666666666667,-98.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,110,High Risk
2015-11-01,1,2,1680,1642.3333333333333,37.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,314,High Risk
2015-12-01,1,2,1227,1509.6666666666667,-282.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,229,High Risk
2016-01-01,1,2,1248,1385.0,-137.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,354,High Risk
2016-02-01,1,2,1270,1248.3333333333333,21.666666666666742,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,230,High Risk
2016-03-01,1,2,1628,1382.0,246.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,422,High Risk
2016-04-01,1,2,1791,1563.0,228.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,163,High Risk
2016-05-01,1,2,2003,1807.3333333333333,195.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,460,High Risk
2016-06-01,1,2,2062,1952.0,110.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,122,High Risk
2016-07-01,1,2,2387,2150.6666666666665,236.33333333333348,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,248,High Risk
2016-08-01,1,2,2016,2155.0,-139.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,310,High Risk
2016-09-01,1,2,1807,2070.0,-263.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,388,High Risk
2016-10-01,1,2,1806,1876.3333333333333,-70.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,214,High Risk
2016-11-01,1,2,1789,1800.6666666666667,-11.666666666666742,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,325,High Risk
2016-12-01,1,2,1338,1644.3333333333333,-306.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,180,High Risk
2017-01-01,1,2,1202,1443.0,-241.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,433,High Risk
2017-02-01,1,2,1196,1245.3333333333333,-49.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,296,High Risk
2017-03-01,1,2,1592,1330.0,262.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,132,High Risk
2017-04-01,1,2,1951,1579.6666666666667,371.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,258,High Risk
2017-05-01,1,2,2101,1881.3333333333333,219.66666666666674,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,330,High Risk
2017-06-01,1,2,2214,2088.6666666666665,125.33333333333348,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,138,High Risk
2017-07-01,1,2,2370,2228.3333333333335,141.66666666666652,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,117,High Risk
2017-08-01,1,2,2089,2224.3333333333335,-135.33333333333348,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,374,High Risk
2017-09-01,1,2,1923,2127.3333333333335,-204.33333333333348,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,416,High Risk
2017-10-01,1,2,1748,1920.0,-172.0,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,383,High Risk
2017-11-01,1,2,1962,1877.6666666666667,84.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,283,High Risk
2017-12-01,1,2,1475,1728.3333333333333,-253.33333333333326,1617.5,356.84975236464976,1557.823905283547,12880.323905283547,384,High Risk
2013-01-01,1,3,547,,,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,351,High Risk
2013-02-01,1,3,597,,,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,256,High Risk
2013-03-01,1,3,789,644.3333333333334,144.66666666666663,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,341,High Risk
2013-04-01,1,3,853,746.3333333333334,106.66666666666663,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,151,High Risk
2013-05-01,1,3,993,878.3333333333334,114.66666666666663,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,260,High Risk
2013-06-01,1,3,996,947.3333333333334,48.66666666666663,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,276,High Risk
2013-07-01,1,3,1105,1031.3333333333333,73.66666666666674,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,238,High Risk
2013-08-01,1,3,996,1032.3333333333333,-36.33333333333326,1010.6333333333333,224.43578725076364,979.7721093080604,8054.205442641394,424,High Risk
